;STATIONS_ID;MESS_DATUM;QN_8;  R1;RS_IND;WRTR;eor
495;44;2018090415;3;0.0;0;-999;eor
496;44;2018090416;3;0.0;0;-999;eor
497;44;2018090417;3;0.0;0;-999;eor
498;44;2018090418;3;0.0;0;-999;eor
499;44;2018090419;3;0.0;0;-999;eor
500;44;2018090420;3;0.0;0;-999;eor
501;44;2018090421;3;0.0;0;-999;eor
502;44;2018090422;3;0.0;0;-999;eor
503;44;2018090423;3;0.0;0;-999;eor
504;44;2018090500;3;0.0;0;-999;eor
505;44;2018090501;3;0.0;0;-999;eor
506;44;2018090502;3;0.0;0;-999;eor
507;44;2018090503;3;0.0;0;-999;eor
508;44;2018090504;3;0.0;0;-999;eor
509;44;2018090505;3;0.0;0;-999;eor
510;44;2018090506;3;0.0;0;-999;eor
511;44;2018090507;3;0.0;0;-999;eor
512;44;2018090508;3;0.0;0;-999;eor
513;44;2018090509;3;0.0;0;-999;eor
514;44;2018090510;3;0.0;0;-999;eor
515;44;2018090511;3;0.0;0;-999;eor
516;44;2018090512;3;0.0;0;-999;eor
517;44;2018090513;3;0.0;0;-999;eor
518;44;2018090514;3;0.0;0;-999;eor
519;44;2018090515;3;0.0;0;-999;eor
520;44;2018090516;3;0.0;0;-999;eor
521;44;2018090517;3;0.0;0;-999;eor
522;44;2018090518;3;0.0;0;-999;eor
523;44;2018090519;3;0.0;0;-999;eor
524;44;2018090520;3;0.0;0;-999;eor
525;44;2018090521;3;0.0;0;-999;eor
526;44;2018090522;3;0.0;0;-999;eor
527;44;2018090523;3;0.0;0;-999;eor
528;44;2018090600;3;0.0;0;-999;eor
529;44;2018090601;3;0.0;0;-999;eor
530;44;2018090602;3;0.0;0;-999;eor
531;44;2018090603;3;0.0;0;-999;eor
532;44;2018090604;3;0.0;0;-999;eor
533;44;2018090605;3;0.0;0;-999;eor
534;44;2018090606;3;0.0;0;-999;eor
535;44;2018090607;3;0.0;0;-999;eor
536;44;2018090608;3;0.0;0;-999;eor
537;44;2018090609;3;0.0;0;-999;eor
538;44;2018090610;3;0.0;0;-999;eor
539;44;2018090611;3;0.0;0;-999;eor
540;44;2018090612;3;0.1;1;-999;eor
541;44;2018090613;3;0.1;1;-999;eor
542;44;2018090614;3;2.6;1;-999;eor
543;44;2018090615;3;0.4;1;-999;eor
544;44;2018090616;3;0.1;1;-999;eor
545;44;2018090617;3;0.0;0;-999;eor
546;44;2018090618;3;0.0;0;-999;eor
547;44;2018090619;3;0.0;0;-999;eor
548;44;2018090620;3;0.0;0;-999;eor
549;44;2018090621;3;0.0;0;-999;eor
550;44;2018090622;3;0.1;1;-999;eor
551;44;2018090623;3;0.2;1;-999;eor
552;44;2018090700;3;0.0;0;-999;eor
553;44;2018090701;3;0.7;1;-999;eor
554;44;2018090702;3;0.1;1;-999;eor
555;44;2018090703;3;0.0;0;-999;eor
556;44;2018090704;3;0.0;0;-999;eor
557;44;2018090705;3;0.0;0;-999;eor
558;44;2018090706;3;0.0;0;-999;eor
559;44;2018090707;3;0.0;0;-999;eor
560;44;2018090708;3;0.0;0;-999;eor
561;44;2018090709;3;0.0;0;-999;eor
562;44;2018090710;3;0.0;1;-999;eor
563;44;2018090711;3;1.3;1;-999;eor
564;44;2018090712;3;0.6;1;-999;eor
565;44;2018090713;3;0.6;1;-999;eor
566;44;2018090714;3;0.0;0;-999;eor
567;44;2018090715;3;0.0;0;-999;eor
568;44;2018090716;3;0.0;0;-999;eor
569;44;2018090717;3;0.0;0;-999;eor
570;44;2018090718;3;0.0;0;-999;eor
571;44;2018090719;3;0.0;0;-999;eor
572;44;2018090720;3;0.0;0;-999;eor
573;44;2018090721;3;0.0;0;-999;eor
574;44;2018090722;3;0.0;0;-999;eor
575;44;2018090723;3;0.0;0;-999;eor
576;44;2018090800;3;0.0;0;-999;eor
577;44;2018090801;3;0.0;0;-999;eor
578;44;2018090802;3;0.0;0;-999;eor
579;44;2018090803;3;0.0;0;-999;eor
580;44;2018090804;3;0.0;0;-999;eor
581;44;2018090805;3;0.0;0;-999;eor
582;44;2018090806;3;0.0;0;-999;eor
583;44;2018090807;3;0.0;0;-999;eor
584;44;2018090808;3;0.0;0;-999;eor
585;44;2018090809;3;0.0;0;-999;eor
586;44;2018090810;3;0.0;0;-999;eor
587;44;2018090811;3;0.0;0;-999;eor
588;44;2018090812;3;0.0;0;-999;eor
589;44;2018090813;3;0.0;0;-999;eor
590;44;2018090814;3;0.0;0;-999;eor
591;44;2018090815;3;0.0;0;-999;eor
592;44;2018090816;3;0.0;0;-999;eor
593;44;2018090817;3;0.0;0;-999;eor
594;44;2018090818;3;0.0;0;-999;eor
595;44;2018090819;3;0.0;0;-999;eor
596;44;2018090820;3;0.0;0;-999;eor
597;44;2018090821;3;0.0;0;-999;eor
598;44;2018090822;3;0.0;0;-999;eor
